ORIGINAL_INDEX,CONTENT,LABEL,SUBJECT
414,"Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 For someone having similar issue. When I tested the RC3, ResourceManager failed to start due to following exception.:: 2021-06-07 10:50:54,715 ERROR org.apache.hadoop.yarn.server.resourcemanager.ResourceManager: Error starting ResourceManager java.lang.IllegalAccessError: tried to access class org.bouncycastle.asn1.DEROutputStream from class org.bouncycastle.cert.CertUtils at org.bouncycastle.cert.CertUtils.generateSig(Unknown Source) at org.bouncycastle.cert.CertUtils.generateFullCert(Unknown Source) at org.bouncycastle.cert.X509v3CertificateBuilder.build(Unknown Source) at org.apache.hadoop.yarn.server.webproxy.ProxyCA.createCert(ProxyCA.java:180) ... The cause turned out to be my local environment. When I was working on HADOOP-17609, in order to try SM4 feature, I installed bcprov-ext-jdk15on-168.jar to $JAVA_HOME/jre/lib/ext and added the line ""security.provider.10=org.bouncycastle.jce.provider.BouncyCastleProvider"" to $JAVA_HOME/jre/lib/security/java.security based on the comment on HDFS-15098 [1] (and fotgot doing so). Removing the bcprov-ext-jdk15on-168.jar from $JAVA_HOME/jre/lib/ext fixed the issue. [1] https://issues.apache.org/jira/browse/HDFS-15098?focusedCommentId=17112893&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#comment-17112893 Masatake Iwasaki ",not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
415,"Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 I found that the top page of site documentation (index.html on the top directory) has the same contents of 3.0.0 (https://hadoop.apache.org/docs/r3.0.0/). While I think it is not worth for sinking the RC3, you can update the page based on the one for 3.3.0 (http://hadoop.apache.org/docs/r3.3.0/) if you need to cut RC4. Thanks, Masatake Iwasaki ",not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
416,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 Dropped them. Please check again. ,not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
417,"Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 Hi Wei-Chiu, It seems the Maven staging repository is still pointing at RC0: https://repository.apache.org/content/repositories/staging/org/apache/hadoop/hadoop-client/3.3.1/, and it's probably because you need to drop the old RCs in Apache Nexus server. Could you do that? Thanks. Chao ",not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
418,"Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 Extend for a bit from the last RC, as it takes time to qualify. I'm busy testing, doing - packaging &c - CLI working with abfs and s3, both fs and cloudstore library calls - building downstream projects (so validating maven artifacts). cloudstore and spark there - building downstream of downstream projects, i.e. my spark cloud IO/committer test module. Moving to spark 3 cost me the afternoon, not through any incompatible changes there but because the upgraded scalatest ""moved"" their foundational FunTest class to a different package and name. Not happy with Team Scalatest there. - reviewing the docs in the -aws and azure modules to see they link together OK. So far so good. One troublespot (which isn't any reason to hold up the release), is that the table in the directory_markers markdown file doesn't render right. Created https://issues.apache.org/jira/browse/HADOOP-17746. This is *not a blocker* I can prepare a fix and we can have it in so that if any other changes come in the page will look OK. ",not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
419,"[DISCUSS] CEP-10: Cluster and Code Simulations Proposal for a mechanism to evaluate whole clusters, or individual classes, with a deterministically pseudorandom ordering of all thread and message events. https://cwiki.apache.org/confluence/display/CASSANDRA/CEP-10%3A+Cluster+and+Code+Simulations Evaluating the correctness of distributed systems is hard, as I�m sure every developer on this list appreciates. As the project has matured, we have had to grapple more with the guarantees we provide users for features we develop, and the semantics we promise, particularly around edge-cases between two mechanisms or systems. This work aims to dramatically reduce the project overhead necessary for delivering a bug-free Cassandra. The premise is to intercept all relevant events that could be performed in a different order, i.e. primarily message delivery and thread events such as executor submission, signalling of threads, lock acquisition and release, and even volatile reads and writes (to a lesser extent). These events are then scheduled pseudo-randomly (with various restrictions to ensure a valid execution), or in some cases not evaluated at all (to simulate e.g. messages being lost). The result is a repeatable sequential evaluation of a multi-threaded, multi-actor system. This permits us to evaluate a much broader range of cluster behaviours without any additional development work, permitting us to implement a broad range of property-based and related randomized acceptance tests, without significant developer burden. The work will apply just as readily to multi-threaded single classes as it will to whole clusters, and will come with a linearizability test for LWTs as well as a unit test for an existing multi-threaded bug that is otherwise hard to exhibit. To achieve this, significant modifications will be required to the codebase, mostly cleaning up existing abstractions. Specifically, we will need to be able to mock executors, any blocking concurrency primitives, time, filesystem access and internode streaming. The work is � in large part � already complete, with JIRA and PRs to follow in the coming weeks. Of course, the work is subject to the usual community input and review, so this does not preclude changes to the work (even significant ones, if they are warranted). I know a lot of incoming CEP are likely to be backed up by significant off-list development as a result of the focus on a shippable 4.0. Hopefully this is just a temporary growing pain, particularly as we move towards a shippable trunk. I hope this work will be of huge value to the project, particularly as we race to catch up on years of limited feature development. JIRA and PRs will follow, but I wanted to kick-off discussion in advance.",existence,[DISCUSS] CEP-10: Cluster and Code Simulations
420,"Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 +1 on extending the vote. It's great to see that the S3 support in 3.3 is so much better! So far everything looks good from Spark side ( https://github.com/apache/spark/pull/30135) but I plan to test it more in the next few days. Best, Chao ",not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
421,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 So I was thinking 5+7 days from Tuesday = next Sunday so that gives everyone a whole week to validate. ,not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
422,"Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 Sounds good to me. That would be until Thursday June 10th, right? As a side note it�s concerning that a double-dot maintenance release is a big release, but I get that it�s the current state of the project. --------------------------------------------------------------------- To unsubscribe, e-mail: mapreduce-dev-unsubscribe@hadoop.apache.org For additional commands, e-mail: mapreduce-dev-help@hadoop.apache.org",not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
423,"Re: [VOTE] Release Apache Hadoop 3.3.1 RC3 Hello, do we want to extend the release vote? I understand a big release like this takes time to validate. I am aware a number of people are testing it: Attila tested Ozone on Hadoop 3.3.1 RC3, Stack is testing HBase, Chao tested Spark. I also learned that anecdotally Spark on S3 on Hadoop 3.3 is faster by 20% over Hadoop 3.2 library. Looks like we may need some more time to test. How about extending it by a week? ",not-ak,Re: [VOTE] Release Apache Hadoop 3.3.1 RC3
424,"[VOTE] Release Apache Hadoop 3.3.1 RC3 Hi community, This is the release candidate RC3 of Apache Hadoop 3.3.1 line. All blocker issues have been resolved [1] again. There are 2 additional issues resolved for RC3: * Revert ""MAPREDUCE-7303. Fix TestJobResourceUploader failures after HADOOP-16878 * Revert ""HADOOP-16878. FileUtil.copy() to throw IOException if the source and destination are the same There are 4 issues resolved for RC2: * HADOOP-17666. Update LICENSE for 3.3.1 * MAPREDUCE-7348. TestFrameworkUploader#testNativeIO fails. (#3053) * Revert ""HADOOP-17563. Update Bouncy Castle to 1.68. (#2740)"" (#3055) * HADOOP-17739. Use hadoop-thirdparty 1.1.1. (#3064) The Hadoop-thirdparty 1.1.1, as previously mentioned, contains two extra fixes compared to hadoop-thirdparty 1.1.0: * HADOOP-17707. Remove jaeger document from site index. * HADOOP-17730. Add back error_prone *RC tag is release-3.3.1-RC3 https://github.com/apache/hadoop/releases/tag/release-3.3.1-RC3 *The RC3 artifacts are at*: https://home.apache.org/~weichiu/hadoop-3.3.1-RC3/ ARM artifacts: https://home.apache.org/~weichiu/hadoop-3.3.1-RC3-arm/ *The maven artifacts are hosted here:* https://repository.apache.org/content/repositories/orgapachehadoop-1320/ *My public key is available here:* https://dist.apache.org/repos/dist/release/hadoop/common/KEYS Things I've verified: * all blocker issues targeting 3.3.1 have been resolved. * stable/evolving API changes between 3.3.0 and 3.3.1 are compatible. * LICENSE and NOTICE files checked * RELEASENOTES and CHANGELOG * rat check passed. * Built HBase master branch on top of Hadoop 3.3.1 RC2, ran unit tests. * Built Ozone master on top fo Hadoop 3.3.1 RC2, ran unit tests. * Extra: built 50 other open source projects on top of Hadoop 3.3.1 RC2. Had to patch some of them due to commons-lang migration (Hadoop 3.2.0) and dependency divergence. Issues are being identified but so far nothing blocker for Hadoop itself. Please try the release and vote. The vote will run for 5 days. My +1 to start, [1] https://issues.apache.org/jira/issues/?filter=12350491 [2] https://github.com/apache/hadoop/compare/release-3.3.1-RC1...release-3.3.1-RC3",not-ak,[VOTE] Release Apache Hadoop 3.3.1 RC3
425,"[VOTE] Release Apache Hadoop 3.3.1 RC2 Hi community, This is the release candidate RC2 of Apache Hadoop 3.3.1 line. All blocker issues have been resolved [1] again. There are 4 issues resolved for RC2: * HADOOP-17666. Update LICENSE for 3.3.1 * MAPREDUCE-7348. TestFrameworkUploader#testNativeIO fails. (#3053) * Revert ""HADOOP-17563. Update Bouncy Castle to 1.68. (#2740)"" (#3055) * HADOOP-17739. Use hadoop-thirdparty 1.1.1. (#3064) The Hadoop-thirdparty 1.1.1, as previously mentioned, contains two extra fixes compared to hadoop-thirdparty 1.1.0: * HADOOP-17707. Remove jaeger document from site index. * HADOOP-17730. Add back error_prone *RC tag is release-3.3.1-RC2 https://github.com/apache/hadoop/releases/tag/release-3.3.1-RC2 *The RC2 artifacts are at*: https://home.apache.org/~weichiu/hadoop-3.3.1-RC2/ ARM artifacts: https://home.apache.org/~weichiu/hadoop-3.3.1-RC2-arm/ *The maven artifacts are hosted here:* https://repository.apache.org/content/repositories/orgapachehadoop-1318/ *My public key is available here:* https://dist.apache.org/repos/dist/release/hadoop/common/KEYS Things I've verified: * all blocker issues targeting 3.3.1 have been resolved. * stable/evolving API changes between 3.3.0 and 3.3.1 are compatible. * LICENSE and NOTICE files checked * RELEASENOTES and CHANGELOG * rat check passed. * Built HBase master branch on top of Hadoop 3.3.1 RC2, ran unit tests. * Built Ozone master on top fo Hadoop 3.3.1 RC2, ran unit tests. * Extra: built 50 other open source projects on top of Hadoop 3.3.1 RC2. Had to patch some of them due to commons-lang migration (Hadoop 3.2.0) and dependency divergence. Issues are being identified but so far nothing blocker for Hadoop itself. Please try the release and vote. The vote will run for 5 days. My +1 to start, [1] https://issues.apache.org/jira/issues/?filter=12350491 [2] https://github.com/apache/hadoop/compare/release-3.3.1-RC1...release-3.3.1-RC2 [2] https://issues.apache.org/jira/issues/?jql=project%20in%20(YARN%2C%20HADOOP%2C%20MAPREDUCE%2C%20HDFS)%20AND%20fixVersion%20in%20( 3.3.1)%20AND%20status%20%3D%20Resolved%20ORDER%20BY%0AfixVersion%20ASC",not-ak,[VOTE] Release Apache Hadoop 3.3.1 RC2
